id,description,dataset,category,subcategory,region,delay,universe,type,dateCoverage,coverage,userCount,alphaCount,pyramidMultiplier,themes,dataset_id,dataset_name,category_id,category_name,subcategory_id,subcategory_name
anl15_ind_ltg_cos_up,The number of companies for which long-term growth EPS estimation has been raised from last month within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,0.8525,1,1,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_ind_ltg_ests,The total number of long-term growth EPS estimation within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,0.9791,8,39,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_ind_ltg_ests_dn,"Count of unique IDs of industry participants. Industry stands for an aggregate view of all  equity clearance activity for the date, symbol, and transaction type in question.","{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,0.8297,3,5,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_ind_ltg_ests_up,"Count of unique IDs of industry participants. Industry stands for an aggregate view of all  equity clearance activity for the date, symbol, and transaction type in question.","{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,0.8124,3,3,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_ind_ltg_mdn,The weighted average of long-term growth EPS estimation aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,0.9789,9,52,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_ind_ltg_mktcap,The total market capitalization for the companies aggregated within GICS industry grouping with a long-term growth price estimation.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,0.9791,6,30,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_ind_ltg_st_dev,The weighted average standard deviation of long-term growth EPS estimation aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,0.8861,9,23,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_ind_prc,The weighted average price aggregated within GICS industry grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,7,12,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_12_m_1m_chg,The weighted 1-month percent change of 12-month forward EPS estimation aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,9,18,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_12_m_3m_chg,The weighted 3-month percent change of 12-month forward EPS estimation aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,3,4,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_12_m_6m_chg,The weighted 6-month percent change of 12-month forward EPS estimation aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,2,2,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_12_m_cos,The number of companies with a 12-month forward mean EPS estimation within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,4,4,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_12_m_cos_dn,The number of companies for which 12-month forward mean EPS estimation has been lowered from last month within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,3,3,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_12_m_cos_up,The number of companies for which 12-month forward mean EPS estimation has been raised from last month within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,3,3,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_12_m_ests,The 12-month forward pro-rated total number of estimates within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,4,4,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_12_m_ests_dn,"Count of unique IDs of industry participants. Industry stands for an aggregate view of all  equity clearance activity for the date, symbol, and transaction type in question.","{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,4,7,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_12_m_ests_up,"Count of unique IDs of industry participants. Industry stands for an aggregate view of all  equity clearance activity for the date, symbol, and transaction type in question.","{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,6,25,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_12_m_gro,The weighted 12 month forward year-over-year growth of EPS estimation aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,11,24,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_12_m_mean,The weighted average of 12-month forward EPS estimation aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,21,58,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_12_m_mktcap,The total market capitalization for the companies aggregated within GICS sector grouping with a 12-month forward mean price estimation.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,3,3,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_12_m_pe,The weighted average price/earnings ratio based on 12-month forward EPS estimation aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,4,4,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_12_m_st_dev,The weighted average standard deviation of 12-month forward EPS estimation aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,5,5,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_12_m_total,The total of 12-month forward earnings estimation aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,3,3,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_12_m_tr_mean,The weighted average of 12-month trailing EPS aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,11,38,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_18_m_1m_chg,The weighted 1-month percent change of 18-month forward EPS estimation aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,6,14,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_18_m_3m_chg,The weighted 3-month percent change of 18-month forward EPS estimation aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,4,5,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_18_m_6m_chg,The weighted 6-month percent change of 18-month forward EPS estimation aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,8,16,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_18_m_cos,The number of companies with an 18-month forward mean EPS estimation within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,4,5,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_18_m_cos_dn,The number of companies for which 18-month forward mean EPS estimation has been lowered from last month within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,2,2,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_18_m_cos_up,The number of companies for which 18-month forward mean EPS estimation has been raised from last month within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,1,3,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_18_m_ests,The 18-month forward pro-rated total number of estimates within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,1,1,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_18_m_ests_dn,"Count of unique IDs of industry participants. Industry stands for an aggregate view of all  equity clearance activity for the date, symbol, and transaction type in question.","{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,3,3,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_18_m_ests_up,"Count of unique IDs of industry participants. Industry stands for an aggregate view of all  equity clearance activity for the date, symbol, and transaction type in question.","{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,4,4,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_18_m_gro,The weighted 18-month forward year-over-year growth of EPS estimation aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,4,4,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_18_m_mean,The weighted average of 18-month forward EPS estimation aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,4,9,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_18_m_mktcap,The total market capitalization for the companies aggregated within GICS sector grouping with an 18-month forward mean price estimation.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,6,7,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_18_m_pe,The weighted average price/earnings ratio based on 18-month forward EPS estimation aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,4,5,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_18_m_st_dev,The weighted average standard deviation of 18-month forward EPS estimation aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,2,3,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_18_m_total,The total of 18-month forward earnings estimation aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,5,6,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy0_gro,The weighted year-over-year growth of EPS estimation for the current calendarized fiscal year aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,10,22,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy0_pe,The weighted average price/earnings ratio based on EPS estimation for the current calendarized fiscal year aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,5,6,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy0_total,The total of earnings estimation for the current calendarized fiscal year aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,1,2,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy0_val,The weighted average of EPS estimation for the current calendarized fiscal year aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,4,8,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy1_1m_chg,The weighted 1-month percent change of EPS estimation for the calendarized 1 fiscal year aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,11,34,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy1_3m_chg,The weighted 3-month percent change of EPS estimation for the calendarized 1 fiscal year aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,2,6,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy1_6m_chg,The weighted 6-month percent change of EPS estimation for the calendarized 1 fiscal year aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,4,5,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy1_cos,The number of companies with a calendarized 1 fiscal year EPS estimation within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,5,10,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy1_ests,The total number of calendarized 1 fiscal year EPS estimation within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,4,8,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy1_gro,The weighted year-over-year growth of EPS estimation for the calendarized 1 fiscal year aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,1,1,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy1_mean,The weighted average of EPS estimation for the calendarized 1 fiscal year aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,7,36,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy1_mktcap,The total market capitalization for the companies aggregated within GICS sector grouping with a calendarized 1 fiscal year mean price estimation.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,2,2,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy1_pe,The weighted average price/earnings ratio based on EPS estimation for the calendarized 1 fiscal year aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,6,7,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy1_st_dev,The weighted average standard deviation of EPS estimation for the calendarized 1 fiscal year aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,4,5,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy1_total,The total of earnings estimation for the calendarized 1 fiscal year aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,3,5,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy2_1m_chg,The weighted 1-month percent change of EPS estimation for the calendarized 2 fiscal years aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,7,26,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy2_3m_chg,The weighted 3-month percent change of EPS estimation for the calendarized two fiscal years aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,2,2,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy2_6m_chg,The weighted 6-month percent change of EPS estimation for the calendarized 2 fiscal year aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,4,5,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy2_cos,The number of companies with a calendarized 2 fiscal year EPS estimation within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,5,6,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy2_ests,The total number of calendarized 2 fiscal year EPS estimation within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,2,3,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy2_gro,The weighted year-over-year growth of EPS estimation for the calendarized 2 fiscal year aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,4,7,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy2_mean,The weighted average of EPS estimation for the calendarized 2 fiscal years aggregated within GICS sector grouping.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,8,9,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
anl15_s_cal_fy2_mktcap,The total market capitalization for the companies aggregated within GICS sector grouping with a calendarized 2 fiscal year mean price estimation.,"{'id': 'analyst15', 'name': 'Earnings forecasts'}","{'id': 'analyst', 'name': 'Analyst'}","{'id': 'analyst-analyst-estimates', 'name': 'Analyst Estimates'}",GLB,1,TOP3000,MATRIX,1.0,1.0,10,16,1.5,[],analyst15,Earnings forecasts,analyst,Analyst,analyst-analyst-estimates,Analyst Estimates
