#         4977           2           8
# Fri Oct 10 11:09:03 2025
# thar_spec_MM201006_r2000.dat
# UVES high res ThAr spectrum thar_spec_MM201006.dat convolved to R=2,000
# 
# 
# 
# lambda (um)   Intensity

     0.803221      1918.23
     0.803421      40.3085
     0.803622      431.124
     0.803823      221.531
     0.804024      29.8896
     0.804225      25.2586
     0.804426      40.9286
     0.804627      721.139
     0.804828      17.3082
     0.805030      52.0603
     0.805231      1015.70
     0.805432      817.316
     0.805633      33.1327
     0.805835      28.0268
     0.806036      25.9175
     0.806238      221.129
     0.806439      23.8601
     0.806641      268.621
     0.806843      12.6550
     0.807044      11.3326
     0.807246      11.8646
     0.807448      13.5805
     0.807650      132.108
     0.807852      9.41276
     0.808054      83.5090
     0.808256      16.3975
     0.808458      210.088
     0.808660      31.7502
     0.808862      56.6405
     0.809064      8.77778
     0.809267      954.574
     0.809469      269.012
     0.809671      57.8140
     0.809874      100.196
     0.810076      6169.75
     0.810279      60883.6
     0.810481      63734.9
     0.810684      11182.2
     0.810887      41.2536
     0.811089      14340.7
     0.811292      63293.0
     0.811495      64781.8
     0.811698      64798.3
     0.811901      29659.0
     0.812104      283.725
     0.812307      303.061
     0.812510      80.1821
     0.812713      75.3203
     0.812916      558.722
     0.813119      54.3623
     0.813322      23.4397
     0.813526      24.0898
     0.813729      100.278
     0.813933      966.135
     0.814136      61.6602
     0.814340      3390.01
     0.814543      28.5164
     0.814747      8.31131
     0.814951      43.1638
     0.815154      97.7407
     0.815358      162.859
     0.815562      175.924
     0.815766      143.782
     0.815970      1522.05
     0.816174      58.1241
     0.816378      82.3270
     0.816582      66.5846
     0.816786      13.6373
     0.816990      670.741
     0.817195      105.237
     0.817399      26.0118
     0.817603      19.5095
     0.817808      222.423
     0.818012      60.7113
     0.818217      56.3255
     0.818421      35.4314
     0.818626      2280.95
     0.818830      11.2507
     0.819035      19.2066
     0.819240      13.7980
     0.819445      50.7329
     0.819649      27.8857
     0.819854      23.2881
     0.820059      13.0287
     0.820264      167.203
     0.820469      21.4754
     0.820675      83.1752
     0.820880      55.0632
     0.821085      43.5479
     0.821290      82.5772
     0.821496      91.6553
     0.821701      66.1046
     0.821906      7.91490
     0.822112      48.3968
     0.822317      62.2117
     0.822523      116.151
     0.822729      91.8865
     0.822934      3.79226
     0.823140      127.281
     0.823346      22.2619
     0.823552      33.9560
     0.823757      11.2563
     0.823963      14.9650
     0.824169      26.0820
     0.824375      28.4107
     0.824582      35.9193
     0.824788      27.6591
     0.824994      34.1697
     0.825200      2182.00
     0.825406      407.248
     0.825613      96.0176
     0.825819      23.5975
     0.826026      365.885
     0.826232      2979.36
     0.826439      46315.6
     0.826645      11112.6
     0.826852      95.9951
     0.827059      31.7832
     0.827265      26.0699
     0.827472      1148.71
     0.827679      56.1474
     0.827886      9.59717
     0.828093      9.12365
     0.828300      18.8358
     0.828507      21.7971
     0.828714      29.8626
     0.828921      35.4659
     0.829129      31.3795
     0.829336      78.5415
     0.829543      95.0797
     0.829751      121.433
     0.829958      15.3341
     0.830166      19.9074
     0.830373      63.2605
     0.830581      93.2167
     0.830788      89.0018
     0.830996      60.5541
     0.831204      52.4408
     0.831412      11.9011
     0.831619      28.7506
     0.831827      19.3941
     0.832035      1306.49
     0.832243      29.6154
     0.832451      54.9209
     0.832659      64.2257
     0.832868      36.2776
     0.833076      4957.62
     0.833284      168.350
     0.833492      68.9856
     0.833701      50.9568
     0.833909      41.2248
     0.834118      43.7319
     0.834326      30.8845
     0.834535      34.6516
     0.834743      55.8299
     0.834952      18.1605
     0.835161      28.2035
     0.835370      21.9654
     0.835579      54.3887
     0.835787      369.905
     0.835996      38.8917
     0.836205      16.9352
     0.836414      20.6640
     0.836624      199.842
     0.836833      235.779
     0.837042      47.6893
     0.837251      42.7648
     0.837460      74.4115
     0.837670      119.104
     0.837879      160.102
     0.838089      25.5631
     0.838298      20.7369
     0.838508      519.157
     0.838717      50.3773
     0.838927      138.717
     0.839137      263.332
     0.839347      110.546
     0.839556      60.3880
     0.839766      39.1058
     0.839976      108.611
     0.840186      74.6928
     0.840396      387.551
     0.840606      4070.54
     0.840817      64312.4
     0.841027      7752.96
     0.841237      228.584
     0.841447      34.5042
     0.841658      2842.41
     0.841868      360.149
     0.842079      1634.47
     0.842289      26253.3
     0.842500      46961.6
     0.842710      12988.2
     0.842921      111.801
     0.843132      36.5663
     0.843343      30.4375
     0.843553      44.6001
     0.843764      35.2652
     0.843975      50.6441
     0.844186      20.2925
     0.844397      76.5920
     0.844608      4236.43
     0.844819      7.91705
     0.845031      50.6366
     0.845242      17.6755
     0.845453      30.9253
     0.845665      36.2190
     0.845876      10.7713
     0.846088      11.5948
     0.846299      10.6477
     0.846511      576.788
     0.846722      19.0051
     0.846934      21.1717
     0.847146      226.590
     0.847357      20.2976
     0.847569      28.5421
     0.847781      3998.78
     0.847993      18.8689
     0.848205      9.06970
     0.848417      28.8220
     0.848629      36.6178
     0.848841      32.1390
     0.849054      287.361
     0.849266      24.5436
     0.849478      24.6442
     0.849691      200.166
     0.849903      15.1359
     0.850115      91.8310
     0.850328      2.59515
     0.850541      12.8027
     0.850753      16.5805
     0.850966      236.127
     0.851179      40.3517
     0.851391      41.8326
     0.851604      181.066
     0.851817      193.565
     0.852030      20298.4
     0.852243      17139.5
     0.852456      221.069
     0.852669      54.6264
     0.852883      22.0230
     0.853096      27.9851
     0.853309      22.1247
     0.853522      15.8498
     0.853736      8.74070
     0.853949      184.288
     0.854163      20.3566
     0.854376      181.561
     0.854590      17.5287
     0.854803      19.8714
     0.855017      7.91863
     0.855231      10.8193
     0.855445      578.140
     0.855659      168.204
     0.855872      37.7461
     0.856086      55.9298
     0.856300      18.0312
     0.856515      30.5783
     0.856729      24.1981
     0.856943      17.1415
     0.857157      17.1557
     0.857371      1900.22
     0.857586      41.3567
     0.857800      195.681
     0.858015      12.9694
     0.858229      9.30302
     0.858444      21.7428
     0.858658      13.9064
     0.858873      29.2499
     0.859088      101.012
     0.859302      118.572
     0.859517      6.97993
     0.859732      21.2197
     0.859947      21.4428
     0.860162      16.7724
     0.860377      56.1075
     0.860592      2434.81
     0.860807      25.4751
     0.861022      6.96750
     0.861238      7.61964
     0.861453      7.04202
     0.861668      67.9807
     0.861884      25.0185
     0.862099      1270.86
     0.862315      33.9985
     0.862530      10.2694
     0.862746      10.3474
     0.862962      23.8587
     0.863177      27.0347
     0.863393      9.35790
     0.863609      25.5364
     0.863825      59.9330
     0.864041      237.569
     0.864257      35.9517
     0.864473      123.764
     0.864689      16.1716
     0.864905      40.6239
     0.865122      10.9046
     0.865338      5.33880
     0.865554      41.8764
     0.865771      10.7646
     0.865987      10.5988
     0.866203      18.0453
     0.866420      51.6610
     0.866637      1878.32
     0.866853      21487.8
     0.867070      51.2585
     0.867287      16.2729
     0.867504      21.4794
     0.867720      29.7794
     0.867937      424.320
     0.868154      39.4886
     0.868371      18.2473
     0.868589      50.5895
     0.868806      70.7177
     0.869023      27.7568
     0.869240      30.4963
     0.869457      33.6425
     0.869675      15.5013
     0.869892      28.5643
     0.870110      80.5749
     0.870327      67.3722
     0.870545      82.3940
     0.870762      65.5037
     0.870980      1466.87
     0.871198      36.2785
     0.871416      67.6040
     0.871634      18.4206
     0.871851      37.0689
     0.872069      55.4808
     0.872287      57.9655
     0.872505      58.1208
     0.872724      37.8415
     0.872942      36.7488
     0.873160      302.914
     0.873378      65.3096
     0.873597      54.5205
     0.873815      11.4469
     0.874034      49.3932
     0.874252      17.7105
     0.874471      32.5311
     0.874689      506.040
     0.874908      1763.63
     0.875127      19.6183
     0.875345      19.7193
     0.875564      15.7383
     0.875783      1356.30
     0.876002      179.784
     0.876221      1446.67
     0.876440      13.3310
     0.876659      244.464
     0.876878      28.7953
     0.877098      380.175
     0.877317      301.349
     0.877536      424.487
     0.877756      11.6115
     0.877975      17.9635
     0.878195      37.1459
     0.878414      81.8122
     0.878634      7.87197
     0.878853      11.8915
     0.879073      31.3153
     0.879293      166.734
     0.879513      30.8511
     0.879733      36.3072
     0.879952      537.253
     0.880172      6.27243
     0.880392      157.536
     0.880613      34.3787
     0.880833      25.0458
     0.881053      32.6099
     0.881273      26.2513
     0.881494      9.73806
     0.881714      185.963
     0.881934      295.592
     0.882155      131.813
     0.882375      16.2481
     0.882596      14.7164
     0.882817      20.9688
     0.883037      39.2296
     0.883258      10.6219
     0.883479      10.6119
     0.883700      24.6955
     0.883921      15.0364
     0.884142      774.354
     0.884363      27.3064
     0.884584      6.66924
     0.884805      52.9461
     0.885026      718.775
     0.885247      57.0164
     0.885469      86.8837
     0.885690      48.7372
     0.885911      107.053
     0.886133      41.3764
     0.886355      28.3751
     0.886576      107.715
     0.886798      1022.67
     0.887019      30.2543
     0.887241      22.2942
     0.887463      115.891
     0.887685      10.1558
     0.887907      5.90286
     0.888129      16.2942
     0.888351      10.0275
     0.888573      11.8461
     0.888795      11.9454
     0.889017      143.850
     0.889239      317.915
     0.889462      35.1739
     0.889684      16.5442
     0.889907      22.6343
     0.890129      9.46549
     0.890352      13.1405
     0.890574      90.8375
     0.890797      25.3176
     0.891020      27.2001
     0.891242      12.5901
     0.891465      14.1126
     0.891688      25.8025
     0.891911      24.4086
     0.892134      24.3273
     0.892357      21.4568
     0.892580      18.0491
     0.892803      60.3519
     0.893026      62.0524
     0.893250      38.5566
     0.893473      12.9941
     0.893696      13.6511
     0.893920      18.2696
     0.894143      54.5105
     0.894367      11.2671
     0.894590      10.1470
     0.894814      199.424
     0.895038      27.2722
     0.895261      12.4898
     0.895485      397.248
     0.895709      57.8795
     0.895933      8.13439
     0.896157      225.051
     0.896381      60.0883
     0.896605      63.0791
     0.896829      3586.18
     0.897053      323.353
     0.897278      73.9413
     0.897502      35.3202
     0.897726      27.9789
     0.897951      46.4241
     0.898175      46.9684
     0.898400      60.4583
     0.898624      268.047
     0.898849      276.889
     0.899074      169.750
     0.899299      82.0373
     0.899523      220.176
     0.899748      197.381
     0.899973      28.1117
     0.900198      23.3112
     0.900423      16.2618
     0.900648      19.3283
     0.900874      165.992
     0.901099      37.9530
     0.901324      108.682
     0.901549      229.299
     0.901775      241.604
     0.902000      12.6841
     0.902226      19.2267
     0.902451      16.4602
     0.902677      33.2317
     0.902903      20.2354
     0.903128      126.509
     0.903354      19.6066
     0.903580      24.8714
     0.903806      60.5647
     0.904032      35.7374
     0.904258      6.76817
     0.904484      80.6389
     0.904710      1187.40
     0.904936      1700.90
     0.905162      19.6542
     0.905389      133.656
     0.905615      68.4861
     0.905841      83.2638
     0.906068      117.365
     0.906294      556.807
     0.906521      71.9804
     0.906748      362.483
     0.906974      31.9031
     0.907201      70.5647
     0.907428      810.263
     0.907655      299.764
     0.907882      34.7238
     0.908109      20.8672
     0.908336      37.4823
     0.908563      59.2317
     0.908790      35.3324
     0.909017      106.676
     0.909244      7.34225
     0.909472      1354.64
     0.909699      10.8377
     0.909926      76.3530
     0.910154      29.3592
     0.910381      27.6127
     0.910609      209.804
     0.910837      91.0140
     0.911064      61.5179
     0.911292      44.2689
     0.911520      65.9273
     0.911748      126.338
     0.911976      33864.9
     0.912204      48235.2
     0.912432      45941.0
     0.912660      2143.36
     0.912888      120.010
     0.913116      58.6756
     0.913345      31.6147
     0.913573      98.2802
     0.913801      24.5872
     0.914030      114.549
     0.914258      16.7803
     0.914487      11.3263
     0.914715      19.1718
     0.914944      12.0098
     0.915173      18.5342
     0.915402      17.5754
     0.915631      72.5599
     0.915859      50.5684
     0.916088      10.3580
     0.916317      4.56453
     0.916546      181.927
     0.916776      23.1665
     0.917005      31.4005
     0.917234      6.15306
     0.917463      6.78302
     0.917693      6.53490
     0.917922      131.670
     0.918152      15.1810
     0.918381      7.43630
     0.918611      8.47048
     0.918840      17.5109
     0.919070      14.4815
     0.919300      104.666
     0.919530      3995.56
     0.919760      527.793
     0.919990      207.340
     0.920220      89.4235
     0.920450      3966.42
     0.920680      17.1356
     0.920910      103.955
     0.921140      24.8227
     0.921370      19.3661
     0.921601      54.2216
     0.921831      102.193
     0.922062      309.912
     0.922292      20694.4
     0.922523      36029.1
     0.922753      588.094
     0.922984      65.0680
     0.923215      79.7493
     0.923446      69.0489
     0.923676      8.89275
     0.923907      48.0087
     0.924138      32.2531
     0.924369      15.1588
     0.924600      24.1567
     0.924832      12.5751
     0.925063      33.9892
     0.925294      19.4489
     0.925525      17.8960
     0.925757      47.8660
     0.925988      158.645
     0.926220      127.548
     0.926451      56.4949
     0.926683      2135.00
     0.926915      72.0880
     0.927146      66.2683
     0.927378      11.2616
     0.927610      1248.76
     0.927842      3.82923
     0.928074      26.7483
     0.928306      10.1779
     0.928538      14.5913
     0.928770      9.05680
     0.929002      596.830
     0.929234      2063.29
     0.929467      29.4730
     0.929699      2.49758
     0.929932      15.8578
     0.930164      6.95837
     0.930397      7.04673
     0.930629      9.13903
     0.930862      62.3994
     0.931095      30.4783
     0.931327      7.91520
     0.931560      4.48941
     0.931793      40.5621
     0.932026      10.9861
     0.932259      13.7504
     0.932492      13.0005
     0.932725      31.3766
     0.932958      17.8832
     0.933192      13.8397
     0.933425      77.7828
     0.933658      32.4183
     0.933892      12.7374
     0.934125      255.478
     0.934359      35.4055
     0.934592      20.6214
     0.934826      14.7742
     0.935060      29.9956
     0.935293      2137.76
     0.935527      6743.57
     0.935761      24.3957
     0.935995      30.7557
     0.936229      56.9784
     0.936463      34.0799
     0.936697      32.5922
     0.936931      15.6318
     0.937166      21.4068
     0.937400      19.4330
     0.937634      14.5150
     0.937869      61.4302
     0.938103      21.5883
     0.938338      788.959
     0.938572      5.76036
     0.938807      140.982
     0.939042      102.247
     0.939276      24.9713
     0.939511      10.8924
     0.939746      49.8507
     0.939981      4404.74
     0.940216      135.368
     0.940451      36.3542
     0.940686      11.0168
     0.940921      155.730
     0.941157      5.04633
     0.941392      37.5433
     0.941627      6.47857
     0.941863      8.36348
     0.942098      94.3140
     0.942334      34.9471
     0.942569      14.5611
     0.942805      16.0703
     0.943040      214.075
     0.943276      325.893
     0.943512      12.1861
     0.943748      30.1716
     0.943984      14.1396
     0.944220      16.6045
     0.944456      9.27154
     0.944692      13.0239
     0.944928      9.97779
     0.945164      11.0944
     0.945401      20.0057
     0.945637      26.5956
     0.945873      305.247
     0.946110      631.495
     0.946347      4.98052
     0.946583      17.2875
     0.946820      173.353
     0.947056      416.966
     0.947293      10.8917
     0.947530      1510.37
     0.947767      155.429
     0.948004      13.0109
     0.948241      25.7041
     0.948478      7.29621
     0.948715      42.9170
     0.948952      7.44052
     0.949189      16.6279
     0.949427      623.524
     0.949664      4924.63
     0.949902      36.1543
     0.950139      80.1276
     0.950377      28.5041
     0.950614      529.595
     0.950852      88.5027
     0.951090      50.1238
     0.951327      17.4444
     0.951565      16.6281
     0.951803      16.5524
     0.952041      10.4615
     0.952279      10.5262
     0.952517      12.5780
     0.952755      14.2264
     0.952993      8.35167
     0.953232      14.3496
     0.953470      60.9138
     0.953708      33.4414
     0.953947      20.7467
     0.954185      21.4351
     0.954424      16.2990
     0.954662      19.0087
     0.954901      24.5339
     0.955140      17.1121
     0.955379      46.6351
     0.955617      18.3697
     0.955856      9.95688
     0.956095      607.911
     0.956334      11.0742
     0.956573      12.9473
     0.956812      36.0777
     0.957052      13.5272
     0.957291      5.67609
     0.957530      8.65712
     0.957770      22.9580
     0.958009      6.35197
     0.958249      85.1322
     0.958488      4.66226
     0.958728      25.5734
     0.958967      16.5606
     0.959207      5.55087
     0.959447      27.7763
     0.959687      3.24597
     0.959927      12.8878
     0.960167      48.2377
     0.960407      6.67997
     0.960647      8.90669
     0.960887      21.1201
     0.961127      7.47799
     0.961368      17.2430
     0.961608      4.37080
     0.961848      23.7325
     0.962089      29.9427
     0.962329      25.4941
     0.962570      31.3503
     0.962811      31.3831
     0.963051      339.781
     0.963292      621.164
     0.963533      4.88801
     0.963774      10.1889
     0.964015      15.4705
     0.964256      62.8306
     0.964497      11.1110
     0.964738      20.9573
     0.964979      30.1924
     0.965220      96.0627
     0.965462      298.362
     0.965703      39075.8
     0.965944      20617.1
     0.966186      105.517
     0.966427      1311.67
     0.966669      162.434
     0.966911      21.6484
     0.967152      19.2779
     0.967394      81.1921
     0.967636      109.031
     0.967878      51.1998
     0.968120      23.9529
     0.968362      11.1216
     0.968604      15.5989
     0.968846      9.55500
     0.969088      3.43023
     0.969331      5.24312
     0.969573      40.8051
     0.969815      22.8220
     0.970058      2313.95
     0.970300      190.295
     0.970543      11.1289
     0.970786      6.49344
     0.971028      6.61608
     0.971271      25.0893
     0.971514      22.9465
     0.971757      26.8125
     0.972000      6.38664
     0.972243      9.10227
     0.972486      3.91039
     0.972729      9.57781
     0.972972      6.20258
     0.973215      8.97033
     0.973459      12.5872
     0.973702      6.92139
     0.973945      28.6300
     0.974189      6.59852
     0.974432      47.4426
     0.974676      1499.17
     0.974920      16.8958
     0.975163      3.26264
     0.975407      11.3767
     0.975651      28.3718
     0.975895      30.0025
     0.976139      7.61154
     0.976383      2.54101
     0.976627      1.48092
     0.976871      4.82674
     0.977115      4.82331
     0.977360      23.4825
     0.977604      11.0622
     0.977848      21.9896
     0.978093      60.0701
     0.978337      9171.28
     0.978582      5644.52
     0.978827      30.0454
     0.979071      8.46694
     0.979316      15.1003
     0.979561      177.456
     0.979806      10.9703
     0.980051      20.7593
     0.980296      76.1106
     0.980541      2.09321
     0.980786      7.28649
     0.981031      25.8060
     0.981277      723.312
     0.981522      59.4121
     0.981767      19.9468
     0.982013      22.7099
     0.982258      6.50658
     0.982504      134.384
     0.982749      1683.08
     0.982995      11.6261
     0.983241      3120.24
     0.983487      150.950
     0.983732      19.0863
     0.983978      13.0014
     0.984224      11.3679
     0.984470      11.7092
     0.984717      13.1399
     0.984963      70.9849
     0.985209      7.57370
     0.985455      87.0438
     0.985702      22.5196
     0.985948      12.6662
     0.986195      6.13536
     0.986441      21.5241
     0.986688      16.8226
     0.986934      17.3989
     0.987181      17.4367
     0.987428      22.3804
     0.987675      6.30015
     0.987922      5.61237
     0.988169      14.5716
     0.988416      5.72497
     0.988663      6.61380
     0.988910      4.79789
     0.989157      2.91060
     0.989404      1.73762
     0.989652      16.0431
     0.989899      6.81729
     0.990147      11.4873
     0.990394      3.10898
     0.990642      37.8730
     0.990889      9.37973
     0.991137      24.3383
     0.991385      8.67105
     0.991633      20.8348
     0.991881      8.18457
     0.992129      3.92421
     0.992377      3.34969
     0.992625      4.31431
     0.992873      6.37767
     0.993121      4.98554
     0.993370      5.55640
     0.993618      8.39163
     0.993866      5.13467
     0.994115      3.39013
     0.994363      50.5061
     0.994612      6.43589
     0.994861      19.6589
     0.995109      58.7268
     0.995358      27.9711
     0.995607      6.79161
     0.995856      13.2851
     0.996105      10.7298
     0.996354      28.3505
     0.996603      34.9873
     0.996852      6.80006
     0.997101      44.7824
     0.997350      29.5451
     0.997600      10.8781
     0.997849      18.9390
     0.998099      5.66474
     0.998348      5.18889
     0.998598      94.8013
     0.998847      176.307
     0.999097      8.15863
     0.999347      54.4020
     0.999597      7.50957
     0.999847      12.6275
      1.00010      5.58875
      1.00035      8.70547
      1.00060      5.30589
      1.00085      8.89880
      1.00110      9.40129
      1.00135      16.5507
      1.00160      6.35612
      1.00185      10.2338
      1.00210      15.1829
      1.00235      13.7113
      1.00260      7.51861
      1.00285      42.5785
      1.00310      19.6879
      1.00335      11.9472
      1.00360      4.49644
      1.00385      178.281
      1.00410      6.91649
      1.00436      2.65045
      1.00461      7.35612
      1.00486      12.0100
      1.00511      326.540
      1.00536      35.2351
      1.00561      6.04244
      1.00586      5.03036
      1.00611      6.36908
      1.00637      5.37095
      1.00662      5.80141
      1.00687      30.7159
      1.00712      1.64655
      1.00737      1.08022
      1.00762     0.462637
      1.00788      2.23328
      1.00813      3.49205
      1.00838      49.6955
      1.00863      10.5551
      1.00888      12.4460
      1.00914      3.87835
      1.00939      6.70671
      1.00964      4.81933
      1.00989      4.04992
      1.01015      3.63526
      1.01040      8.76952
      1.01065      3.12617
      1.01090      4.60365
      1.01116      22.9591
      1.01141      1.88128
      1.01166      1.80399
      1.01192      7.58472
      1.01217      5.84489
      1.01242      5.72890
      1.01267      5.11044
      1.01293      7.62290
      1.01318      9.12926
      1.01343      78.5251
      1.01369      12.0941
      1.01394      18.7087
      1.01419      74.0677
      1.01445      36.3790
      1.01470      5.13097
      1.01496      2.96466
      1.01521      7.07312
      1.01546      6.49584
      1.01572      7.89065
      1.01597      7.37117
      1.01622      40.2238
      1.01648      12.1898
      1.01673      5.42969
      1.01699      8.32404
      1.01724      3.62129
      1.01750      18.9855
      1.01775      27.6776
      1.01800      7.67953
      1.01826      3.87207
      1.01851      6.48358
      1.01877      10.6826
      1.01902      2.02746
      1.01928      4.98113
      1.01953      5.44609
      1.01979      6.74605
      1.02004      6.94903
      1.02030      8.15649
      1.02055      4.96867
      1.02081      8.78996
      1.02106      6.33157
      1.02132      2.53143
      1.02157      1.59762
      1.02183      13.9013
      1.02208      7.54450
      1.02234      4.76866
      1.02260      4.31560
      1.02285      7.26688
      1.02311      7.14890
      1.02336      3.19930
      1.02362      6.63944
      1.02387      1.52368
      1.02413      3.48458
      1.02439      4.08553
      1.02464      10.8001
      1.02490      6.27416
      1.02515      17.3564
      1.02541      24.0911
      1.02567      6.76158
      1.02592      1.42181
      1.02618      1.35636
      1.02644      2.33011
      1.02669      3.44728
      1.02695      4.05657
      1.02721      3.90492
      1.02746      3.23868
      1.02772      2.83942
      1.02798      2.91036
      1.02823      12.8635
      1.02849      2.33039
      1.02875      2.34670
      1.02901      3.10582
      1.02926      11.6344
      1.02952      1.86005
      1.02978      2.39811
      1.03004      5.71068
      1.03029      5.59754
      1.03055      4.93897
      1.03081      35.3756
      1.03107      6.97750
      1.03132      5.52970
      1.03158      12.4194
      1.03184      3.64116
      1.03210      2.23943
      1.03236      4.44140
      1.03261      1.28376
      1.03287      2.36528
      1.03313      7.92526
      1.03339      54.2602
      1.03365      1.67296
      1.03390      2.00770
      1.03416      3.28756
      1.03442      1.76357
      1.03468      3.91356
      1.03494      10.7101
      1.03520      6.43588
      1.03546      2.28082
      1.03572      4.32341
      1.03597      4.86916
      1.03623      1.83492
      1.03649      3.17320
      1.03675      1.59045
      1.03701      4.95019
      1.03727      3.63070
      1.03753      2.17398
      1.03779      2.36946
      1.03805      1.85894
      1.03831      1.77445
      1.03857      1.66359
      1.03883      3.13328
      1.03909      1.66914
      1.03935      2.61641
      1.03961      1.44175
      1.03987      1.41893
      1.04013      1.71603
      1.04039      2.31226
      1.04065      1.70669
      1.04091      2.15381
      1.04117      2.13060
      1.04143      1.75245
      1.04169     0.960844
      1.04195      3.76551
      1.04221      1.89572
      1.04247      3.10405
      1.04273      50.5682
      1.04299      50.3100
      1.04325      10.6471
      1.04351      1.16023
      1.04377      1.34000
      1.04403      1.35607
      1.04429      1.08861
      1.04456     0.944576
      1.04482      1.91329
      1.04508      2.94975
      1.04534      2.24824
      1.04560      1.59316
      1.04586      3.75038
      1.04612      1.39038
      1.04638      2.28501
      1.04665      27.1439
      1.04691      1763.00
      1.04717      125.953
      1.04743      8.73320
      1.04769      287.445
      1.04796      37.8931
      1.04822      3.50051
      1.04848      1.24017
      1.04874      1.53438
      1.04900      2.67556
      1.04927      7.29076
      1.04953      18.4405
      1.04979      9.29157
      1.05005      1.86672
      1.05032      4.99833
      1.05058      44.5253
      1.05084      2.73241
      1.05110      3.96577
      1.05137      2.19405
      1.05163      3.04476
      1.05189      3.44910
      1.05215      3.85354
